epoch,loss,protest_out_loss,val_loss,val_protest_out_loss,val_violence_out_loss,violence_out_loss
0,0.39836915105542275,0.3645586061598587,0.3246324168992977,0.29974613365005043,0.002488628349765706,0.0033810545192430766
1,0.3085733084056858,0.28982725107545004,0.3128761020361208,0.2898322391159394,0.002304386225895381,0.0018746057678491281
2,0.2800105107138762,0.26333384494740925,0.2898587094218123,0.27369895688458984,0.0016159752781937178,0.0016676665697097767
3,0.2238068030269436,0.2100385703897367,0.25416317865544674,0.24066550851452584,0.0013497670973318986,0.0013768232249814557
4,0.20202902815163293,0.1890973503608744,0.2676752657282586,0.25441002083175324,0.0013265244957937302,0.001293167794589639
5,0.18972376350274417,0.17714252110560916,0.26523188631616385,0.2534572066629634,0.00117746797646296,0.0012581242596623851
6,0.17761687537489448,0.16491310426438743,0.2602786987727764,0.2484382696303667,0.0011840428699203996,0.0012703770861810248
7,0.14456127624207843,0.13344302056454785,0.2616778855084204,0.25057311855694825,0.0011104767257718634,0.0011118255736176333
8,0.12940617207271968,0.11833216845306582,0.2826438228435376,0.27142150471461757,0.0011222318365303092,0.001107400362422038
9,0.12115847276211643,0.1104139609942554,0.3029904341215596,0.29217801259867116,0.0010812422094579018,0.0010744511560934317
10,0.11522737880120376,0.10418892378616512,0.2943971825727061,0.28309359735279693,0.0011303585244533286,0.0011038454958669007
11,0.09708143806167883,0.08681511785286473,0.29295943714678285,0.28198442836748616,0.001097500857049097,0.0010266320140549612
12,0.08878825541649073,0.0784326461466829,0.31865699448275797,0.3078348161470072,0.0010822177995721053,0.0010355609291197619
13,0.08080990385161761,0.07087172976760828,0.3200643620362469,0.3092770456610357,0.0010787316903873693,0.000993817399059328
